"site","station","lon","lat","lag","quantile","direction","insitu","OISST","cooccurrence","proportion"
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.1,"b",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.1,"x",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.1,"a",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.2,"b",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.2,"x",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.2,"a",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.3,"b",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.3,"x",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.3,"a",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.4,"b",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.4,"x",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.4,"a",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.5,"b",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.5,"x",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.5,"a",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.6,"b",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.6,"x",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.6,"a",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.7,"b",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.7,"x",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.7,"a",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.8,"b",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.8,"x",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.8,"a",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.9,"b",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.9,"x",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,0.9,"a",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,1,"b",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,1,"x",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,4,1,"a",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0,"b",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0,"x",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0,"a",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.1,"b",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.1,"x",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.1,"a",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.2,"b",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.2,"x",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.2,"a",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.3,"b",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.3,"x",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.3,"a",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.4,"b",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.4,"x",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.4,"a",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.5,"b",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.5,"x",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.5,"a",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.6,"b",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.6,"x",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.6,"a",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.7,"b",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.7,"x",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.7,"a",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.8,"b",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.8,"x",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.8,"a",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.9,"b",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.9,"x",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,0.9,"a",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,1,"b",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,1,"x",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,6,1,"a",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0,"b",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0,"x",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0,"a",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.1,"b",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.1,"x",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.1,"a",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.2,"b",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.2,"x",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.2,"a",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.3,"b",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.3,"x",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.3,"a",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.4,"b",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.4,"x",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.4,"a",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.5,"b",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.5,"x",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.5,"a",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.6,"b",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.6,"x",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.6,"a",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.7,"b",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.7,"x",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.7,"a",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.8,"b",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.8,"x",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.8,"a",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.9,"b",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.9,"x",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,0.9,"a",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,1,"b",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,1,"x",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,8,1,"a",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0,"b",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0,"x",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0,"a",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.1,"b",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.1,"x",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.1,"a",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.2,"b",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.2,"x",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.2,"a",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.3,"b",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.3,"x",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.3,"a",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.4,"b",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.4,"x",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.4,"a",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.5,"b",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.5,"x",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.5,"a",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.6,"b",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.6,"x",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.6,"a",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.7,"b",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.7,"x",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.7,"a",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.8,"b",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.8,"x",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.8,"a",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.9,"b",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.9,"x",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,0.9,"a",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,1,"b",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,1,"x",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,10,1,"a",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0,"b",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0,"x",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0,"a",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.1,"b",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.1,"x",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.1,"a",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.2,"b",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.2,"x",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.2,"a",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.3,"b",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.3,"x",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.3,"a",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.4,"b",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.4,"x",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.4,"a",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.5,"b",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.5,"x",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.5,"a",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.6,"b",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.6,"x",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.6,"a",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.7,"b",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.7,"x",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.7,"a",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.8,"b",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.8,"x",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.8,"a",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.9,"b",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.9,"x",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,0.9,"a",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,1,"b",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,1,"x",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,12,1,"a",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0,"b",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0,"x",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0,"a",21,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.1,"b",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.1,"x",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.1,"a",19,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.2,"b",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.2,"x",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.2,"a",17,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.3,"b",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.3,"x",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.3,"a",14,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.4,"b",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.4,"x",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.4,"a",13,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.5,"b",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.5,"x",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.5,"a",11,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.6,"b",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.6,"x",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.6,"a",8,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.7,"b",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.7,"x",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.7,"a",7,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.8,"b",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.8,"x",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.8,"a",5,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.9,"b",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.9,"x",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,0.9,"a",3,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,1,"b",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,1,"x",1,0,0,0
"Sodwana","MBAZWANA AIRFIELD",32.73,-27.42,14,1,"a",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0,"b",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0,"x",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0,"a",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.1,"b",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.1,"x",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.1,"a",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.2,"b",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.2,"x",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.2,"a",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.3,"b",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.3,"x",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.3,"a",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.4,"b",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.4,"x",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.4,"a",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.5,"b",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.5,"x",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.5,"a",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.6,"b",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.6,"x",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.6,"a",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.7,"b",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.7,"x",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.7,"a",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.8,"b",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.8,"x",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.8,"a",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.9,"b",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.9,"x",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,0.9,"a",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,1,"b",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,1,"x",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,2,1,"a",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0,"b",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0,"x",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0,"a",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.1,"b",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.1,"x",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.1,"a",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.2,"b",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.2,"x",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.2,"a",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.3,"b",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.3,"x",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.3,"a",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.4,"b",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.4,"x",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.4,"a",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.5,"b",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.5,"x",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.5,"a",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.6,"b",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.6,"x",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.6,"a",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.7,"b",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.7,"x",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.7,"a",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.8,"b",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.8,"x",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.8,"a",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.9,"b",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.9,"x",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,0.9,"a",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,1,"b",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,1,"x",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,4,1,"a",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0,"b",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0,"x",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0,"a",27,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.1,"b",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.1,"x",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.1,"a",24,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.2,"b",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.2,"x",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.2,"a",21,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.3,"b",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.3,"x",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.3,"a",19,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.4,"b",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.4,"x",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.4,"a",16,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.5,"b",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.5,"x",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.5,"a",14,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.6,"b",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.6,"x",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.6,"a",11,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.7,"b",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.7,"x",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.7,"a",8,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.8,"b",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.8,"x",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.8,"a",6,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.9,"b",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.9,"x",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,0.9,"a",3,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,1,"b",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,1,"x",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,6,1,"a",1,0,0,0
"Storms River Mouth","TSITSIKAMMA",23.9,-34.02,8,0,"b",27,0,0,0
