"site","station","lon","lat","lag","quantile","direction","insitu","OISST","cooccurrence","proportion"
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0,"b",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0,"x",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0,"a",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.1,"b",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.1,"x",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.1,"a",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.2,"b",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.2,"x",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.2,"a",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.3,"b",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.3,"x",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.3,"a",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.4,"b",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.4,"x",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.4,"a",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.5,"b",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.5,"x",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.5,"a",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.6,"b",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.6,"x",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.6,"a",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.7,"b",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.7,"x",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.7,"a",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.8,"b",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.8,"x",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.8,"a",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.9,"b",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.9,"x",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,0.9,"a",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,1,"b",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,1,"x",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,2,1,"a",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0,"b",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0,"x",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0,"a",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.1,"b",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.1,"x",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.1,"a",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.2,"b",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.2,"x",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.2,"a",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.3,"b",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.3,"x",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.3,"a",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.4,"b",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.4,"x",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.4,"a",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.5,"b",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.5,"x",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.5,"a",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.6,"b",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.6,"x",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.6,"a",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.7,"b",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.7,"x",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.7,"a",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.8,"b",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.8,"x",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.8,"a",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.9,"b",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.9,"x",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,0.9,"a",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,1,"b",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,1,"x",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,4,1,"a",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0,"b",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0,"x",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0,"a",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.1,"b",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.1,"x",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.1,"a",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.2,"b",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.2,"x",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.2,"a",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.3,"b",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.3,"x",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.3,"a",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.4,"b",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.4,"x",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.4,"a",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.5,"b",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.5,"x",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.5,"a",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.6,"b",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.6,"x",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.6,"a",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.7,"b",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.7,"x",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.7,"a",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.8,"b",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.8,"x",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.8,"a",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.9,"b",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.9,"x",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,0.9,"a",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,1,"b",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,1,"x",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,6,1,"a",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0,"b",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0,"x",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0,"a",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.1,"b",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.1,"x",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.1,"a",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.2,"b",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.2,"x",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.2,"a",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.3,"b",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.3,"x",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.3,"a",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.4,"b",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.4,"x",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.4,"a",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.5,"b",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.5,"x",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.5,"a",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.6,"b",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.6,"x",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.6,"a",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.7,"b",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.7,"x",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.7,"a",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.8,"b",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.8,"x",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.8,"a",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.9,"b",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.9,"x",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,0.9,"a",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,1,"b",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,1,"x",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,8,1,"a",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0,"b",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0,"x",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0,"a",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.1,"b",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.1,"x",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.1,"a",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.2,"b",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.2,"x",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.2,"a",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.3,"b",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.3,"x",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.3,"a",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.4,"b",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.4,"x",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.4,"a",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.5,"b",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.5,"x",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.5,"a",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.6,"b",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.6,"x",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.6,"a",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.7,"b",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.7,"x",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.7,"a",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.8,"b",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.8,"x",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.8,"a",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.9,"b",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.9,"x",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,0.9,"a",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,1,"b",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,1,"x",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,10,1,"a",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0,"b",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0,"x",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0,"a",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.1,"b",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.1,"x",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.1,"a",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.2,"b",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.2,"x",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.2,"a",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.3,"b",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.3,"x",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.3,"a",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.4,"b",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.4,"x",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.4,"a",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.5,"b",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.5,"x",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.5,"a",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.6,"b",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.6,"x",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.6,"a",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.7,"b",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.7,"x",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.7,"a",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.8,"b",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.8,"x",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.8,"a",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.9,"b",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.9,"x",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,0.9,"a",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,1,"b",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,1,"x",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,12,1,"a",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0,"b",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0,"x",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0,"a",18,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.1,"b",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.1,"x",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.1,"a",16,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.2,"b",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.2,"x",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.2,"a",14,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.3,"b",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.3,"x",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.3,"a",12,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.4,"b",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.4,"x",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.4,"a",11,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.5,"b",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.5,"x",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.5,"a",9,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.6,"b",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.6,"x",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.6,"a",7,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.7,"b",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.7,"x",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.7,"a",6,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.8,"b",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.8,"x",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.8,"a",4,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.9,"b",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.9,"x",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,0.9,"a",2,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,1,"b",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,1,"x",1,0,0,0
"Eastern Beach","EAST LONDON WO",27.92,-33.02,14,1,"a",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0,"b",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0,"x",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0,"a",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.1,"b",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.1,"x",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.1,"a",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.2,"b",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.2,"x",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.2,"a",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.3,"b",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.3,"x",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.3,"a",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.4,"b",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.4,"x",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.4,"a",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.5,"b",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.5,"x",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.5,"a",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.6,"b",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.6,"x",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.6,"a",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.7,"b",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.7,"x",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.7,"a",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.8,"b",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.8,"x",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.8,"a",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.9,"b",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.9,"x",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,0.9,"a",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,1,"b",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,1,"x",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,2,1,"a",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0,"b",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0,"x",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0,"a",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.1,"b",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.1,"x",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.1,"a",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.2,"b",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.2,"x",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.2,"a",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.3,"b",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.3,"x",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.3,"a",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.4,"b",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.4,"x",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.4,"a",25,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.5,"b",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.5,"x",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.5,"a",21,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.6,"b",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.6,"x",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.6,"a",16,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.7,"b",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.7,"x",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.7,"a",12,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.8,"b",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.8,"x",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.8,"a",9,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.9,"b",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.9,"x",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,0.9,"a",5,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,1,"b",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,1,"x",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,4,1,"a",1,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0,"b",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0,"x",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0,"a",41,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.1,"b",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.1,"x",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.1,"a",37,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.2,"b",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.2,"x",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.2,"a",33,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.3,"b",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.3,"x",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.3,"a",29,0,0,0
"Fish Hoek","CAPE TOWN WO",18.44,-34.14,6,0.4,"b",25,0,0,0
